feature,importance
ZIP_code_89107.0,0.0
ZIP_code_89108.0,0.0
ZIP_code_89110.0,0.0
ZIP_code_89113.0,0.0
Company_123,0.0
ZIP_code_89117.0,0.0
ZIP_code_89118.0,0.0
ZIP_code_89119.0,0.0
ZIP_code_89120.0,0.0
ZIP_code_89121.0,0.0
ZIP_code_89122.0,0.0
Company_124,0.0
Company_125,0.0
ZIP_code_89128.0,0.0
ZIP_code_89129.0,0.0
ZIP_code_89130.0,0.0
ZIP_code_89131.0,0.0
ZIP_code_89135.0,0.0
ZIP_code_89137.0,0.0
ZIP_code_89138.0,0.0
ZIP_code_89139.0,0.0
ZIP_code_89141.0,0.0
ZIP_code_89142.0,0.0
ZIP_code_89143.0,0.0
ZIP_code_89144.0,0.0
ZIP_code_89145.0,0.0
ZIP_code_89146.0,0.0
ZIP_code_89147.0,0.0
ZIP_code_89148.0,0.0
ZIP_code_89149.0,0.0
ZIP_code_89156.0,0.0
ZIP_code_89162.0,0.0
ZIP_code_89169.0,0.0
ZIP_code_89173.0,0.0
ZIP_code_89178.0,0.0
ZIP_code_89179.0,0.0
ZIP_code_89183.0,0.0
ZIP_code_89193.0,0.0
ZIP_code_89402.0,0.0
ZIP_code_89403.0,0.0
ZIP_code_89406.0,0.0
ZIP_code_89408.0,0.0
ZIP_code_89410.0,0.0
ZIP_code_89431.0,0.0
ZIP_code_89433.0,0.0
ZIP_code_89434.0,0.0
ZIP_code_89436.0,0.0
ZIP_code_89444.0,0.0
ZIP_code_89447.0,0.0
ZIP_code_89449.0,0.0
ZIP_code_89451.0,0.0
ZIP_code_89460.0,0.0
ZIP_code_89502.0,0.0
ZIP_code_89505.0,0.0
Company_126,0.0
ZIP_code_89511.0,0.0
ZIP_code_89519.0,0.0
ZIP_code_89521.0,0.0
ZIP_code_89523.0,0.0
ZIP_code_89701.0,0.0
ZIP_code_89703.0,0.0
Company_127,0.0
ZIP_code_89801.0,0.0
ZIP_code_89815.0,0.0
ZIP_code_9.0,0.0
ZIP_code_90001.0,0.0
ZIP_code_90002.0,0.0
ZIP_code_90003.0,0.0
ZIP_code_90004.0,0.0
ZIP_code_90005.0,0.0
ZIP_code_90006.0,0.0
ZIP_code_90008.0,0.0
ZIP_code_90009.0,0.0
ZIP_code_90010.0,0.0
ZIP_code_90011.0,0.0
ZIP_code_90012.0,0.0
ZIP_code_90013.0,0.0
ZIP_code_90014.0,0.0
ZIP_code_90015.0,0.0
ZIP_code_90016.0,0.0
ZIP_code_90017.0,0.0
Company_128,0.0
ZIP_code_90019.0,0.0
ZIP_code_90020.0,0.0
ZIP_code_90022.0,0.0
ZIP_code_90023.0,0.0
ZIP_code_90024.0,0.0
Company_129,0.0
ZIP_code_90026.0,0.0
ZIP_code_90027.0,0.0
ZIP_code_90028.0,0.0
ZIP_code_90031.0,0.0
ZIP_code_90032.0,0.0
ZIP_code_90033.0,0.0
ZIP_code_90034.0,0.0
ZIP_code_90035.0,0.0
Company_130,0.0
ZIP_code_90037.0,0.0
Company_131,0.0
ZIP_code_90039.0,0.0
ZIP_code_90042.0,0.0
ZIP_code_90043.0,0.0
ZIP_code_90044.0,0.0
ZIP_code_90045.0,0.0
Company_132,0.0
Company_133,0.0
ZIP_code_90048.0,0.0
ZIP_code_90049.0,0.0
ZIP_code_90055.0,0.0
ZIP_code_90057.0,0.0
ZIP_code_90059.0,0.0
ZIP_code_90061.0,0.0
ZIP_code_90062.0,0.0
ZIP_code_90063.0,0.0
ZIP_code_90064.0,0.0
ZIP_code_90066.0,0.0
ZIP_code_90067.0,0.0
ZIP_code_90068.0,0.0
ZIP_code_90069.0,0.0
Company_134,0.0
ZIP_code_9012.0,0.0
ZIP_code_902.0,0.0
ZIP_code_90201.0,0.0
ZIP_code_90210.0,0.0
ZIP_code_90211.0,0.0
ZIP_code_90212.0,0.0
ZIP_code_90213.0,0.0
ZIP_code_90220.0,0.0
ZIP_code_90221.0,0.0
ZIP_code_90222.0,0.0
ZIP_code_90230.0,0.0
ZIP_code_90232.0,0.0
Company_135,0.0
ZIP_code_90242.0,0.0
ZIP_code_90245.0,0.0
ZIP_code_90247.0,0.0
ZIP_code_90249.0,0.0
Company_136,0.0
ZIP_code_90254.0,0.0
ZIP_code_90255.0,0.0
ZIP_code_90260.0,0.0
ZIP_code_90262.0,0.0
ZIP_code_90265.0,0.0
ZIP_code_90266.0,0.0
ZIP_code_90272.0,0.0
ZIP_code_90275.0,0.0
Company_138,0.0
ZIP_code_90278.0,0.0
ZIP_code_90280.0,0.0
ZIP_code_90290.0,0.0
ZIP_code_90291.0,0.0
ZIP_code_90292.0,0.0
ZIP_code_90293.0,0.0
ZIP_code_90301.0,0.0
ZIP_code_90302.0,0.0
ZIP_code_90303.0,0.0
ZIP_code_90305.0,0.0
Company_139,0.0
ZIP_code_90404.0,0.0
ZIP_code_90405.0,0.0
ZIP_code_90406.0,0.0
ZIP_code_90501.0,0.0
ZIP_code_90503.0,0.0
ZIP_code_90504.0,0.0
ZIP_code_90505.0,0.0
ZIP_code_90532.0,0.0
ZIP_code_90601.0,0.0
ZIP_code_90602.0,0.0
ZIP_code_90603.0,0.0
ZIP_code_90604.0,0.0
ZIP_code_90605.0,0.0
ZIP_code_90620.0,0.0
ZIP_code_90621.0,0.0
ZIP_code_90622.0,0.0
ZIP_code_90623.0,0.0
ZIP_code_90630.0,0.0
ZIP_code_90631.0,0.0
ZIP_code_90638.0,0.0
ZIP_code_90640.0,0.0
ZIP_code_90650.0,0.0
ZIP_code_90660.0,0.0
ZIP_code_907.0,0.0
ZIP_code_90703.0,0.0
ZIP_code_90706.0,0.0
ZIP_code_90710.0,0.0
ZIP_code_90712.0,0.0
ZIP_code_90713.0,0.0
ZIP_code_90715.0,0.0
ZIP_code_90716.0,0.0
ZIP_code_90720.0,0.0
ZIP_code_90723.0,0.0
ZIP_code_90731.0,0.0
Company_140,0.0
ZIP_code_90740.0,0.0
ZIP_code_90744.0,0.0
ZIP_code_90745.0,0.0
ZIP_code_90746.0,0.0
ZIP_code_90801.0,0.0
ZIP_code_90802.0,0.0
ZIP_code_90803.0,0.0
ZIP_code_90804.0,0.0
ZIP_code_90805.0,0.0
ZIP_code_90806.0,0.0
ZIP_code_90807.0,0.0
ZIP_code_90813.0,0.0
ZIP_code_90814.0,0.0
Company_141,0.0
ZIP_code_9096.0,0.0
ZIP_code_91001.0,0.0
ZIP_code_91006.0,0.0
ZIP_code_91007.0,0.0
ZIP_code_91011.0,0.0
ZIP_code_91016.0,0.0
ZIP_code_91030.0,0.0
ZIP_code_91040.0,0.0
ZIP_code_91042.0,0.0
ZIP_code_911.0,0.0
ZIP_code_91101.0,0.0
ZIP_code_91103.0,0.0
ZIP_code_91104.0,0.0
ZIP_code_91105.0,0.0
ZIP_code_91107.0,0.0
ZIP_code_9114.0,0.0
ZIP_code_91201.0,0.0
ZIP_code_91202.0,0.0
ZIP_code_91203.0,0.0
ZIP_code_91204.0,0.0
ZIP_code_91205.0,0.0
ZIP_code_91207.0,0.0
ZIP_code_91214.0,0.0
ZIP_code_91225.0,0.0
ZIP_code_9123.0,0.0
ZIP_code_91301.0,0.0
Company_144,0.0
Company_145,0.0
Company_146,0.0
ZIP_code_91306.0,0.0
ZIP_code_91307.0,0.0
ZIP_code_91309.0,0.0
ZIP_code_91311.0,0.0
ZIP_code_91313.0,0.0
ZIP_code_91316.0,0.0
ZIP_code_91320.0,0.0
ZIP_code_91324.0,0.0
Company_147,0.0
ZIP_code_91326.0,0.0
ZIP_code_91331.0,0.0
ZIP_code_91335.0,0.0
Company_148,0.0
ZIP_code_91340.0,0.0
ZIP_code_91342.0,0.0
Company_149,0.0
Company_150,0.0
ZIP_code_91345.0,0.0
ZIP_code_91350.0,0.0
ZIP_code_91352.0,0.0
ZIP_code_91354.0,0.0
ZIP_code_91355.0,0.0
ZIP_code_91356.0,0.0
ZIP_code_91357.0,0.0
ZIP_code_91360.0,0.0
ZIP_code_91361.0,0.0
ZIP_code_91362.0,0.0
ZIP_code_91364.0,0.0
ZIP_code_91367.0,0.0
ZIP_code_91377.0,0.0
ZIP_code_91380.0,0.0
ZIP_code_91381.0,0.0
ZIP_code_91384.0,0.0
ZIP_code_91387.0,0.0
ZIP_code_91390.0,0.0
ZIP_code_91401.0,0.0
ZIP_code_91402.0,0.0
ZIP_code_91403.0,0.0
ZIP_code_91405.0,0.0
ZIP_code_91406.0,0.0
Company_151,0.0
ZIP_code_91412.0,0.0
ZIP_code_91416.0,0.0
ZIP_code_91423.0,0.0
ZIP_code_91436.0,0.0
ZIP_code_915.0,0.0
ZIP_code_91501.0,0.0
ZIP_code_91502.0,0.0
ZIP_code_91504.0,0.0
ZIP_code_91505.0,0.0
ZIP_code_91506.0,0.0
ZIP_code_91508.0,0.0
ZIP_code_91510.0,0.0
ZIP_code_91601.0,0.0
ZIP_code_91602.0,0.0
Company_152,0.0
Company_155,0.0
ZIP_code_91605.0,0.0
ZIP_code_91606.0,0.0
ZIP_code_91607.0,0.0
ZIP_code_91701.0,0.0
ZIP_code_91702.0,0.0
ZIP_code_91706.0,0.0
ZIP_code_91708.0,0.0
ZIP_code_91709.0,0.0
ZIP_code_91710.0,0.0
ZIP_code_91711.0,0.0
ZIP_code_91722.0,0.0
Company_156,0.0
ZIP_code_91724.0,0.0
ZIP_code_91730.0,0.0
ZIP_code_91732.0,0.0
ZIP_code_91733.0,0.0
ZIP_code_91737.0,0.0
ZIP_code_91739.0,0.0
ZIP_code_91740.0,0.0
ZIP_code_91741.0,0.0
ZIP_code_91743.0,0.0
ZIP_code_91745.0,0.0
ZIP_code_91746.0,0.0
Company_158,0.0
ZIP_code_91752.0,0.0
ZIP_code_91754.0,0.0
ZIP_code_91761.0,0.0
ZIP_code_91762.0,0.0
ZIP_code_91763.0,0.0
ZIP_code_91764.0,0.0
Company_159,0.0
ZIP_code_91766.0,0.0
ZIP_code_91767.0,0.0
ZIP_code_91768.0,0.0
ZIP_code_91770.0,0.0
ZIP_code_91773.0,0.0
ZIP_code_91775.0,0.0
ZIP_code_91776.0,0.0
ZIP_code_91780.0,0.0
ZIP_code_91786.0,0.0
ZIP_code_91789.0,0.0
ZIP_code_91790.0,0.0
ZIP_code_91791.0,0.0
ZIP_code_91792.0,0.0
ZIP_code_91801.0,0.0
ZIP_code_91902.0,0.0
ZIP_code_91903.0,0.0
ZIP_code_91905.0,0.0
ZIP_code_91910.0,0.0
ZIP_code_91911.0,0.0
ZIP_code_91913.0,0.0
ZIP_code_91915.0,0.0
ZIP_code_91921.0,0.0
ZIP_code_91932.0,0.0
ZIP_code_91941.0,0.0
ZIP_code_91942.0,0.0
ZIP_code_91943.0,0.0
ZIP_code_91945.0,0.0
ZIP_code_91946.0,0.0
ZIP_code_91950.0,0.0
ZIP_code_91977.0,0.0
ZIP_code_91978.0,0.0
ZIP_code_92004.0,0.0
ZIP_code_92007.0,0.0
ZIP_code_92008.0,0.0
ZIP_code_92009.0,0.0
ZIP_code_92010.0,0.0
ZIP_code_92011.0,0.0
ZIP_code_92013.0,0.0
ZIP_code_92014.0,0.0
ZIP_code_92018.0,0.0
Company_160,0.0
ZIP_code_92020.0,0.0
ZIP_code_92021.0,0.0
ZIP_code_92024.0,0.0
Company_161,0.0
Company_162,0.0
ZIP_code_92027.0,0.0
ZIP_code_92028.0,0.0
ZIP_code_92029.0,0.0
ZIP_code_92037.0,0.0
ZIP_code_92040.0,0.0
ZIP_code_92051.0,0.0
ZIP_code_92052.0,0.0
ZIP_code_92054.0,0.0
ZIP_code_92056.0,0.0
ZIP_code_92057.0,0.0
ZIP_code_92058.0,0.0
ZIP_code_92064.0,0.0
ZIP_code_92065.0,0.0
ZIP_code_92067.0,0.0
ZIP_code_92069.0,0.0
ZIP_code_92071.0,0.0
Company_163,0.0
ZIP_code_92078.0,0.0
ZIP_code_92079.0,0.0
ZIP_code_92081.0,0.0
ZIP_code_92082.0,0.0
ZIP_code_92083.0,0.0
ZIP_code_92084.0,0.0
ZIP_code_92085.0,0.0
ZIP_code_921.0,0.0
Company_164,0.0
Company_165,0.0
ZIP_code_92104.0,0.0
ZIP_code_92105.0,0.0
ZIP_code_92107.0,0.0
ZIP_code_92108.0,0.0
ZIP_code_92109.0,0.0
ZIP_code_92110.0,0.0
ZIP_code_92111.0,0.0
ZIP_code_92113.0,0.0
Company_166,0.0
ZIP_code_92115.0,0.0
ZIP_code_92116.0,0.0
ZIP_code_92117.0,0.0
ZIP_code_92118.0,0.0
ZIP_code_92119.0,0.0
ZIP_code_92120.0,0.0
ZIP_code_92122.0,0.0
ZIP_code_92123.0,0.0
ZIP_code_92124.0,0.0
ZIP_code_92126.0,0.0
ZIP_code_92127.0,0.0
ZIP_code_92128.0,0.0
ZIP_code_92129.0,0.0
ZIP_code_92130.0,0.0
ZIP_code_92131.0,0.0
ZIP_code_92139.0,0.0
ZIP_code_92142.0,0.0
ZIP_code_92154.0,0.0
ZIP_code_92158.0,0.0
ZIP_code_92159.0,0.0
Company_167,0.0
ZIP_code_92165.0,0.0
ZIP_code_92171.0,0.0
ZIP_code_92173.0,0.0
ZIP_code_92176.0,0.0
ZIP_code_92192.0,0.0
ZIP_code_92195.0,0.0
ZIP_code_92201.0,0.0
ZIP_code_92203.0,0.0
ZIP_code_92210.0,0.0
ZIP_code_92211.0,0.0
ZIP_code_92220.0,0.0
ZIP_code_92223.0,0.0
ZIP_code_92225.0,0.0
ZIP_code_92230.0,0.0
ZIP_code_92231.0,0.0
ZIP_code_92234.0,0.0
ZIP_code_92240.0,0.0
ZIP_code_92243.0,0.0
ZIP_code_92251.0,0.0
ZIP_code_92252.0,0.0
ZIP_code_92253.0,0.0
ZIP_code_92255.0,0.0
ZIP_code_92260.0,0.0
ZIP_code_92262.0,0.0
ZIP_code_92263.0,0.0
Company_168,0.0
ZIP_code_92268.0,0.0
ZIP_code_92270.0,0.0
ZIP_code_92276.0,0.0
ZIP_code_92284.0,0.0
ZIP_code_92301.0,0.0
Company_169,0.0
ZIP_code_92307.0,0.0
ZIP_code_92311.0,0.0
ZIP_code_92315.0,0.0
ZIP_code_92316.0,0.0
ZIP_code_92324.0,0.0
ZIP_code_92329.0,0.0
ZIP_code_92335.0,0.0
ZIP_code_92336.0,0.0
ZIP_code_92337.0,0.0
ZIP_code_92342.0,0.0
ZIP_code_92344.0,0.0
ZIP_code_92345.0,0.0
ZIP_code_92346.0,0.0
ZIP_code_92359.0,0.0
ZIP_code_92365.0,0.0
ZIP_code_92371.0,0.0
ZIP_code_92372.0,0.0
ZIP_code_92373.0,0.0
ZIP_code_92375.0,0.0
ZIP_code_92376.0,0.0
ZIP_code_92377.0,0.0
ZIP_code_92386.0,0.0
ZIP_code_92392.0,0.0
ZIP_code_92394.0,0.0
ZIP_code_92395.0,0.0
ZIP_code_92398.0,0.0
ZIP_code_92399.0,0.0
ZIP_code_924.0,0.0
ZIP_code_92402.0,0.0
ZIP_code_92404.0,0.0
ZIP_code_92405.0,0.0
ZIP_code_92407.0,0.0
ZIP_code_92410.0,0.0
ZIP_code_92501.0,0.0
ZIP_code_92503.0,0.0
ZIP_code_92504.0,0.0
ZIP_code_92505.0,0.0
ZIP_code_92506.0,0.0
ZIP_code_92507.0,0.0
Company_170,0.0
ZIP_code_92509.0,0.0
ZIP_code_92530.0,0.0
ZIP_code_92532.0,0.0
ZIP_code_92536.0,0.0
ZIP_code_92542.0,0.0
ZIP_code_92543.0,0.0
ZIP_code_92544.0,0.0
ZIP_code_92545.0,0.0
ZIP_code_92551.0,0.0
ZIP_code_92552.0,0.0
ZIP_code_92553.0,0.0
Company_171,0.0
ZIP_code_92557.0,0.0
ZIP_code_92562.0,0.0
Company_172,0.0
ZIP_code_92570.0,0.0
Company_175,0.0
ZIP_code_92582.0,0.0
ZIP_code_92584.0,0.0
ZIP_code_92585.0,0.0
ZIP_code_92586.0,0.0
ZIP_code_92587.0,0.0
ZIP_code_92591.0,0.0
Company_176,0.0
ZIP_code_92595.0,0.0
ZIP_code_92596.0,0.0
ZIP_code_926.0,0.0
ZIP_code_92602.0,0.0
ZIP_code_92603.0,0.0
ZIP_code_92604.0,0.0
ZIP_code_92606.0,0.0
ZIP_code_92612.0,0.0
ZIP_code_92614.0,0.0
ZIP_code_92617.0,0.0
ZIP_code_92618.0,0.0
ZIP_code_92619.0,0.0
ZIP_code_92620.0,0.0
ZIP_code_92623.0,0.0
ZIP_code_92624.0,0.0
ZIP_code_92625.0,0.0
Company_178,0.0
ZIP_code_92627.0,0.0
ZIP_code_92629.0,0.0
ZIP_code_92630.0,0.0
Company_179,0.0
ZIP_code_92647.0,0.0
ZIP_code_92648.0,0.0
ZIP_code_92649.0,0.0
ZIP_code_92651.0,0.0
ZIP_code_92652.0,0.0
ZIP_code_92653.0,0.0
ZIP_code_92656.0,0.0
ZIP_code_92657.0,0.0
ZIP_code_92658.0,0.0
ZIP_code_92660.0,0.0
Company_181,0.0
ZIP_code_92672.0,0.0
ZIP_code_92673.0,0.0
ZIP_code_92675.0,0.0
ZIP_code_92676.0,0.0
ZIP_code_92677.0,0.0
ZIP_code_92679.0,0.0
ZIP_code_92683.0,0.0
ZIP_code_92688.0,0.0
ZIP_code_92690.0,0.0
ZIP_code_92691.0,0.0
ZIP_code_92692.0,0.0
ZIP_code_92694.0,0.0
ZIP_code_92701.0,0.0
ZIP_code_92703.0,0.0
ZIP_code_92704.0,0.0
ZIP_code_92705.0,0.0
Company_182,0.0
ZIP_code_92707.0,0.0
Company_183,0.0
ZIP_code_92735.0,0.0
ZIP_code_9278.0,0.0
ZIP_code_92780.0,0.0
ZIP_code_92782.0,0.0
ZIP_code_92801.0,0.0
ZIP_code_92802.0,0.0
ZIP_code_92803.0,0.0
ZIP_code_92804.0,0.0
ZIP_code_92805.0,0.0
ZIP_code_92806.0,0.0
ZIP_code_92807.0,0.0
ZIP_code_92808.0,0.0
ZIP_code_92811.0,0.0
ZIP_code_92814.0,0.0
ZIP_code_92821.0,0.0
ZIP_code_92831.0,0.0
ZIP_code_92832.0,0.0
ZIP_code_92833.0,0.0
Company_184,0.0
ZIP_code_92840.0,0.0
ZIP_code_92841.0,0.0
ZIP_code_92844.0,0.0
ZIP_code_92845.0,0.0
ZIP_code_92860.0,0.0
ZIP_code_92861.0,0.0
ZIP_code_92865.0,0.0
ZIP_code_92866.0,0.0
ZIP_code_92867.0,0.0
ZIP_code_92868.0,0.0
ZIP_code_92869.0,0.0
ZIP_code_92870.0,0.0
ZIP_code_92877.0,0.0
ZIP_code_92879.0,0.0
Company_185,0.0
ZIP_code_92881.0,0.0
ZIP_code_92882.0,0.0
ZIP_code_92883.0,0.0
ZIP_code_92887.0,0.0
ZIP_code_93004.0,0.0
ZIP_code_93010.0,0.0
ZIP_code_93012.0,0.0
ZIP_code_93013.0,0.0
ZIP_code_93015.0,0.0
ZIP_code_93021.0,0.0
ZIP_code_93023.0,0.0
ZIP_code_93030.0,0.0
ZIP_code_93033.0,0.0
ZIP_code_93035.0,0.0
ZIP_code_93036.0,0.0
ZIP_code_93041.0,0.0
ZIP_code_93044.0,0.0
ZIP_code_93063.0,0.0
ZIP_code_93065.0,0.0
ZIP_code_93101.0,0.0
ZIP_code_93103.0,0.0
ZIP_code_93105.0,0.0
ZIP_code_93108.0,0.0
ZIP_code_93110.0,0.0
ZIP_code_93117.0,0.0
ZIP_code_93210.0,0.0
ZIP_code_93212.0,0.0
ZIP_code_93215.0,0.0
ZIP_code_93221.0,0.0
ZIP_code_93222.0,0.0
ZIP_code_93230.0,0.0
ZIP_code_93245.0,0.0
ZIP_code_9325.0,0.0
ZIP_code_93257.0,0.0
ZIP_code_93268.0,0.0
ZIP_code_93274.0,0.0
ZIP_code_93277.0,0.0
ZIP_code_93280.0,0.0
ZIP_code_93290.0,0.0
Company_186,0.0
ZIP_code_93305.0,0.0
ZIP_code_93306.0,0.0
ZIP_code_93307.0,0.0
ZIP_code_93308.0,0.0
ZIP_code_93309.0,0.0
ZIP_code_93312.0,0.0
ZIP_code_93313.0,0.0
ZIP_code_93314.0,0.0
ZIP_code_93384.0,0.0
ZIP_code_93389.0,0.0
ZIP_code_93401.0,0.0
ZIP_code_93420.0,0.0
ZIP_code_93422.0,0.0
ZIP_code_93428.0,0.0
ZIP_code_93433.0,0.0
ZIP_code_93436.0,0.0
ZIP_code_93437.0,0.0
ZIP_code_93441.0,0.0
ZIP_code_93442.0,0.0
ZIP_code_93449.0,0.0
ZIP_code_93451.0,0.0
ZIP_code_93453.0,0.0
ZIP_code_93455.0,0.0
ZIP_code_93457.0,0.0
ZIP_code_93458.0,0.0
ZIP_code_93463.0,0.0
ZIP_code_93465.0,0.0
ZIP_code_93523.0,0.0
ZIP_code_93534.0,0.0
ZIP_code_93535.0,0.0
ZIP_code_93536.0,0.0
ZIP_code_93539.0,0.0
ZIP_code_93543.0,0.0
ZIP_code_93544.0,0.0
ZIP_code_93550.0,0.0
ZIP_code_93551.0,0.0
ZIP_code_93553.0,0.0
ZIP_code_93555.0,0.0
ZIP_code_93556.0,0.0
ZIP_code_93560.0,0.0
ZIP_code_93561.0,0.0
ZIP_code_93605.0,0.0
Company_188,0.0
ZIP_code_93619.0,0.0
ZIP_code_93631.0,0.0
Company_193,0.0
ZIP_code_93637.0,0.0
ZIP_code_93646.0,0.0
ZIP_code_93647.0,0.0
ZIP_code_93651.0,0.0
ZIP_code_9366.0,0.0
ZIP_code_93705.0,0.0
ZIP_code_93706.0,0.0
Company_194,0.0
ZIP_code_93711.0,0.0
Company_196,0.0
ZIP_code_93722.0,0.0
ZIP_code_93726.0,0.0
ZIP_code_93727.0,0.0
ZIP_code_93728.0,0.0
ZIP_code_93729.0,0.0
ZIP_code_93730.0,0.0
ZIP_code_93737.0,0.0
ZIP_code_93905.0,0.0
ZIP_code_93906.0,0.0
ZIP_code_93907.0,0.0
ZIP_code_93923.0,0.0
ZIP_code_93926.0,0.0
ZIP_code_93940.0,0.0
ZIP_code_93942.0,0.0
Company_197,0.0
ZIP_code_93960.0,0.0
ZIP_code_94002.0,0.0
ZIP_code_94014.0,0.0
ZIP_code_94015.0,0.0
ZIP_code_94019.0,0.0
ZIP_code_94024.0,0.0
ZIP_code_94025.0,0.0
ZIP_code_94030.0,0.0
ZIP_code_94040.0,0.0
ZIP_code_94043.0,0.0
ZIP_code_94044.0,0.0
ZIP_code_94060.0,0.0
ZIP_code_94061.0,0.0
ZIP_code_94062.0,0.0
ZIP_code_94066.0,0.0
ZIP_code_94080.0,0.0
ZIP_code_94085.0,0.0
ZIP_code_94086.0,0.0
ZIP_code_94087.0,0.0
ZIP_code_94102.0,0.0
Company_198,0.0
ZIP_code_94105.0,0.0
ZIP_code_94107.0,0.0
ZIP_code_94108.0,0.0
ZIP_code_94109.0,0.0
ZIP_code_94110.0,0.0
ZIP_code_94112.0,0.0
ZIP_code_94114.0,0.0
ZIP_code_94115.0,0.0
ZIP_code_94116.0,0.0
ZIP_code_94117.0,0.0
ZIP_code_94118.0,0.0
Company_199,0.0
ZIP_code_94121.0,0.0
ZIP_code_94122.0,0.0
ZIP_code_94123.0,0.0
ZIP_code_94124.0,0.0
ZIP_code_94127.0,0.0
Company_200,0.0
ZIP_code_94132.0,0.0
ZIP_code_94134.0,0.0
ZIP_code_94140.0,0.0
ZIP_code_94188.0,0.0
ZIP_code_94306.0,0.0
ZIP_code_94401.0,0.0
ZIP_code_94402.0,0.0
ZIP_code_94403.0,0.0
ZIP_code_94404.0,0.0
ZIP_code_94501.0,0.0
ZIP_code_94502.0,0.0
ZIP_code_94503.0,0.0
ZIP_code_94505.0,0.0
ZIP_code_94506.0,0.0
ZIP_code_94507.0,0.0
ZIP_code_94508.0,0.0
ZIP_code_94509.0,0.0
ZIP_code_94510.0,0.0
ZIP_code_94511.0,0.0
ZIP_code_94513.0,0.0
ZIP_code_94514.0,0.0
ZIP_code_94517.0,0.0
ZIP_code_94518.0,0.0
ZIP_code_94519.0,0.0
ZIP_code_94520.0,0.0
ZIP_code_94521.0,0.0
ZIP_code_94523.0,0.0
ZIP_code_94525.0,0.0
ZIP_code_94530.0,0.0
ZIP_code_94531.0,0.0
Company_201,0.0
Company_202,0.0
ZIP_code_94536.0,0.0
ZIP_code_94538.0,0.0
ZIP_code_94539.0,0.0
ZIP_code_94540.0,0.0
Company_203,0.0
ZIP_code_94542.0,0.0
ZIP_code_94544.0,0.0
Company_204,0.0
ZIP_code_94546.0,0.0
ZIP_code_94547.0,0.0
ZIP_code_94549.0,0.0
ZIP_code_94550.0,0.0
ZIP_code_94552.0,0.0
ZIP_code_94553.0,0.0
ZIP_code_94555.0,0.0
ZIP_code_94558.0,0.0
ZIP_code_94560.0,0.0
ZIP_code_94561.0,0.0
ZIP_code_94563.0,0.0
ZIP_code_94564.0,0.0
ZIP_code_94565.0,0.0
ZIP_code_94566.0,0.0
ZIP_code_94568.0,0.0
ZIP_code_94571.0,0.0
ZIP_code_94577.0,0.0
ZIP_code_94578.0,0.0
ZIP_code_94580.0,0.0
ZIP_code_94582.0,0.0
ZIP_code_94583.0,0.0
ZIP_code_94585.0,0.0
ZIP_code_94587.0,0.0
ZIP_code_94589.0,0.0
Company_205,0.0
ZIP_code_94591.0,0.0
ZIP_code_94595.0,0.0
ZIP_code_94596.0,0.0
ZIP_code_94597.0,0.0
ZIP_code_94598.0,0.0
ZIP_code_94601.0,0.0
ZIP_code_94602.0,0.0
ZIP_code_94603.0,0.0
ZIP_code_94605.0,0.0
Company_206,0.0
ZIP_code_94607.0,0.0
ZIP_code_94608.0,0.0
ZIP_code_94609.0,0.0
ZIP_code_94610.0,0.0
ZIP_code_94611.0,0.0
ZIP_code_94612.0,0.0
ZIP_code_94614.0,0.0
ZIP_code_94618.0,0.0
ZIP_code_94619.0,0.0
ZIP_code_94621.0,0.0
ZIP_code_94702.0,0.0
ZIP_code_94703.0,0.0
ZIP_code_94706.0,0.0
ZIP_code_94707.0,0.0
ZIP_code_94708.0,0.0
ZIP_code_94709.0,0.0
ZIP_code_94710.0,0.0
ZIP_code_94801.0,0.0
ZIP_code_94802.0,0.0
ZIP_code_94803.0,0.0
ZIP_code_94804.0,0.0
ZIP_code_94806.0,0.0
ZIP_code_94808.0,0.0
ZIP_code_94901.0,0.0
ZIP_code_94920.0,0.0
ZIP_code_94925.0,0.0
ZIP_code_94928.0,0.0
ZIP_code_94930.0,0.0
ZIP_code_94941.0,0.0
Company_207,0.0
ZIP_code_94947.0,0.0
ZIP_code_94952.0,0.0
ZIP_code_94954.0,0.0
ZIP_code_94960.0,0.0
Company_208,0.0
ZIP_code_94965.0,0.0
ZIP_code_950.0,0.0
ZIP_code_95001.0,0.0
ZIP_code_95003.0,0.0
ZIP_code_95004.0,0.0
ZIP_code_95006.0,0.0
ZIP_code_95008.0,0.0
ZIP_code_95014.0,0.0
ZIP_code_95015.0,0.0
ZIP_code_95019.0,0.0
ZIP_code_95020.0,0.0
ZIP_code_95030.0,0.0
ZIP_code_95031.0,0.0
ZIP_code_95032.0,0.0
ZIP_code_95035.0,0.0
ZIP_code_95036.0,0.0
ZIP_code_95037.0,0.0
ZIP_code_95050.0,0.0
ZIP_code_95051.0,0.0
ZIP_code_95054.0,0.0
ZIP_code_95060.0,0.0
ZIP_code_95062.0,0.0
ZIP_code_95066.0,0.0
Company_210,0.0
ZIP_code_95076.0,0.0
ZIP_code_95111.0,0.0
ZIP_code_95112.0,0.0
ZIP_code_95116.0,0.0
ZIP_code_95118.0,0.0
ZIP_code_95119.0,0.0
Company_211,0.0
ZIP_code_95121.0,0.0
ZIP_code_95122.0,0.0
ZIP_code_95123.0,0.0
ZIP_code_95124.0,0.0
ZIP_code_95125.0,0.0
ZIP_code_95126.0,0.0
ZIP_code_95127.0,0.0
